2025-11-25 15:56:34	29	35
2025-11-25 16:00:03	29	35
2025-11-25 17:00:03	27	30
2025-11-25 18:00:03	27	30
2025-11-25 19:01:44	28	31
2025-11-25 20:00:04	28	31
2025-11-25 21:00:04	28	31
2025-11-25 22:00:06	28	31
2025-11-25 23:00:06	28	31
2025-11-26 09:57:18	28	31
2025-11-26 09:59:56	28	31
2025-11-26 10:00:04	28	31
2025-11-26 11:00:05	30	33
2025-11-26 14:23:52	33	38
2025-11-26 15:00:06	33	38
2025-11-26 16:00:05	33	38
2025-11-26 22:41:59	30	34
2025-11-26 23:00:05	30	34
2025-11-27 00:00:03	29	33
2025-11-27 01:00:03	29	34
2025-11-27 13:00:03	26	28
2025-11-27 14:00:04	26	28
2025-11-27 19:00:39	25	26
2025-11-27 19:00:39	25	26
2025-11-27 19:00:39	25	26
2025-11-28 00:00:30	24	23
2025-11-28 14:00:09	24	23
2025-11-28 15:00:01	24	23
2025-11-28 15:00:07	24	23
2025-11-28 15:39:21	24	23
2025-11-28 16:00:01	24	23
2025-11-28 16:00:08	24	23
2025-11-28 16:39:21	24	23
2025-11-28 19:52:49	24	23
2025-11-28 19:59:14	24	23
2025-11-28 20:00:01	24	23
2025-11-30 00:09:48	26	28
2025-11-30 01:02:16	26	28
2025-11-30 01:39:21	25	26
2025-11-30 01:41:39	25	26
2025-11-30 02:00:01	25	26
2025-12-01 00:00:00	34	37
2025-12-01 00:00:00	34	37
2025-12-01 00:00:00	34	37
2025-12-01 00:00:00	28	32
2025-12-02 00:00:00	28	32
2025-12-02 00:00:00	27	30
2025-12-02 00:00:00	25	26
2025-12-02 00:00:00	27	30
2025-12-02 00:00:00	30	35
2025-12-02 00:00:00	30	34
2025-12-02 00:00:00	33	38
2025-12-03 00:00:00	31	37
2025-12-03 00:00:00	33	39
2025-12-03 14:14:46	33	39
2025-12-03 16:00:02	32	38
2025-12-03 18:00:02	30	34
2025-12-03 19:00:02	29	34
2025-12-03 20:00:01	27	31
2025-12-04 11:49:58	28	32
2025-12-04 14:05:40	30	35
2025-12-04 14:39:22	31	37
2025-12-04 15:05:39	31	37
2025-12-04 15:39:21	32	37
2025-12-04 16:05:38	32	37
2025-12-04 16:39:21	31	37
2025-12-04 17:05:39	31	37
2025-12-04 21:45:21	25	26
2025-12-04 22:05:39	25	26
2025-12-04 22:39:22	25	26
2025-12-05 04:31:38	25	26
2025-12-05 04:39:21	25	26
2025-12-06 20:39:48	29	32
2025-12-06 21:05:40	29	32
2025-12-06 21:25:35	28	31
2025-12-06 21:39:21	28	31
2025-12-06 22:05:40	28	31
2025-12-06 22:25:34	28	31
2025-12-06 22:39:21	28	31
2025-12-07 00:06:21	28	31
2025-12-07 00:25:34	27	30
2025-12-07 00:39:22	27	30
2025-12-07 01:12:16	27	30
2025-12-07 01:38:20	27	30
2025-12-07 01:39:20	27	30
2025-12-07 02:05:39	27	30
2025-12-07 20:16:06	26	28
2025-12-08 11:05:39	29	33
2025-12-08 11:25:33	30	34
2025-12-08 11:39:20	30	34
2025-12-08 12:05:39	30	34
2025-12-08 12:25:34	31	35
2025-12-08 12:39:20	31	35
2025-12-08 12:59:50	31	35
2025-12-08 14:49:42	32	36
2025-12-08 15:00:00	32	36
2025-12-08 23:00:04	27	30
2025-12-08 23:25:34	26	28
2025-12-08 23:39:21	26	28
2025-12-08 23:59:51	26	28
2025-12-09 00:05:40	26	28
2025-12-09 00:25:34	26	28
2025-12-09 00:39:21	26	28
2025-12-09 00:59:50	26	28
2025-12-09 01:05:39	26	28
2025-12-09 01:25:33	26	28
2025-12-09 10:08:09	27	29
2025-12-09 11:00:00	29	31
2025-12-09 13:00:01	30	32
2025-12-09 16:00:00	32	34
2025-12-09 17:00:00	31	34
2025-12-09 19:00:00	30	32
2025-12-09 21:27:32	28	32
2025-12-10 14:00:02	32	34
2025-12-10 15:00:02	30	35
2025-12-10 15:21:10	30	35
2025-12-10 21:00:50	29	33
2025-12-10 21:02:18	29	33
2025-12-11 14:13:08	29	34
2025-12-11 14:13:49	29	34
2025-12-11 15:00:01	30	35
2025-12-11 16:00:02	32	37
2025-12-11 16:29:46	32	37
2025-12-11 21:18:40	28	33
2025-12-11 21:20:01	28	33
2025-12-11 22:00:04	28	33
2025-12-11 22:28:45	28	33
2025-12-11 22:35:26	28	33
2025-12-12 01:00:53	27	31
2025-12-12 12:00:06	31	35
